"","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","date","hour"
"10176",10176,2012-03-05,1,1,"Mar",1,0,1,1,"Clear-Few clouds",0.24,0.2424,0.48,0.1343,3,3,6,2012-03-05,1
"10177",10177,2012-03-05,1,1,"Mar",2,0,1,1,"Clear-Few clouds",0.24,0.2424,0.48,0.1343,1,3,4,2012-03-05,2
"10178",10178,2012-03-05,1,1,"Mar",3,0,1,1,"Clear-Few clouds",0.22,0.2273,0.51,0.1642,0,1,1,2012-03-05,3
"10179",10179,2012-03-05,1,1,"Mar",4,0,1,1,"Clear-Few clouds",0.2,0.2273,0.55,0.0896,0,1,1,2012-03-05,4
"10180",10180,2012-03-05,1,1,"Mar",5,0,1,1,"Clear-Few clouds",0.2,0.2273,0.55,0.0896,1,17,18,2012-03-05,5
"10181",10181,2012-03-05,1,1,"Mar",6,0,1,1,"Clear-Few clouds",0.18,0.197,0.59,0.1343,2,89,91,2012-03-05,6
"10182",10182,2012-03-05,1,1,"Mar",7,0,1,1,"Clear-Few clouds",0.18,0.197,0.59,0.1343,7,253,260,2012-03-05,7
"10183",10183,2012-03-05,1,1,"Mar",8,0,1,1,"Clear-Few clouds",0.2,0.2273,0.59,0.1045,13,415,428,2012-03-05,8
"10184",10184,2012-03-05,1,1,"Mar",9,0,1,1,"Mist-Cloudy",0.22,0.2576,0.6,0.0896,11,186,197,2012-03-05,9
"10185",10185,2012-03-05,1,1,"Mar",10,0,1,1,"Mist-Cloudy",0.24,0.2576,0.6,0,12,74,86,2012-03-05,10
"10186",10186,2012-03-05,1,1,"Mar",11,0,1,1,"Mist-Cloudy",0.26,0.2727,0.56,0.1343,17,86,103,2012-03-05,11
"10187",10187,2012-03-05,1,1,"Mar",12,0,1,1,"Mist-Cloudy",0.26,0.303,0.52,0,15,122,137,2012-03-05,12
"10188",10188,2012-03-05,1,1,"Mar",13,0,1,1,"Mist-Cloudy",0.26,0.2576,0.55,0.2985,11,109,120,2012-03-05,13
"10189",10189,2012-03-05,1,1,"Mar",14,0,1,1,"Mist-Cloudy",0.28,0.2576,0.57,0.3582,13,115,128,2012-03-05,14
"10190",10190,2012-03-05,1,1,"Mar",15,0,1,1,"Mist-Cloudy",0.3,0.2879,0.53,0.194,20,110,130,2012-03-05,15
"10191",10191,2012-03-05,1,1,"Mar",16,0,1,1,"Clear-Few clouds",0.3,0.2727,0.45,0.2985,30,180,210,2012-03-05,16
"10192",10192,2012-03-05,1,1,"Mar",17,0,1,1,"Light Snow-Rain",0.3,0.2727,0.45,0.2985,11,376,387,2012-03-05,17
"10193",10193,2012-03-05,1,1,"Mar",18,0,1,1,"Light Snow-Rain",0.28,0.2273,0.55,0.6567,12,363,375,2012-03-05,18
"10194",10194,2012-03-05,1,1,"Mar",19,0,1,1,"Clear-Few clouds",0.26,0.2576,0.53,0.2239,6,220,226,2012-03-05,19
"10195",10195,2012-03-05,1,1,"Mar",20,0,1,1,"Clear-Few clouds",0.26,0.2273,0.37,0.4627,8,171,179,2012-03-05,20
"10196",10196,2012-03-05,1,1,"Mar",21,0,1,1,"Clear-Few clouds",0.26,0.2273,0.37,0.3881,4,116,120,2012-03-05,21
"10197",10197,2012-03-05,1,1,"Mar",22,0,1,1,"Clear-Few clouds",0.24,0.2121,0.35,0.3284,2,76,78,2012-03-05,22
"10198",10198,2012-03-05,1,1,"Mar",23,0,1,1,"Clear-Few clouds",0.22,0.1818,0.37,0.5821,2,29,31,2012-03-05,23
"10199",10199,2012-03-06,1,1,"Mar",0,0,2,1,"Clear-Few clouds",0.22,0.2121,0.37,0.2985,0,8,8,2012-03-06,0
"10200",10200,2012-03-06,1,1,"Mar",1,0,2,1,"Clear-Few clouds",0.2,0.197,0.44,0.2537,0,6,6,2012-03-06,1
"10201",10201,2012-03-06,1,1,"Mar",2,0,2,1,"Clear-Few clouds",0.2,0.197,0.44,0.2239,0,4,4,2012-03-06,2
"10202",10202,2012-03-06,1,1,"Mar",3,0,2,1,"Clear-Few clouds",0.18,0.1667,0.51,0.2836,0,1,1,2012-03-06,3
"10203",10203,2012-03-06,1,1,"Mar",4,0,2,1,"Clear-Few clouds",0.18,0.1667,0.51,0.2985,0,3,3,2012-03-06,4
"10204",10204,2012-03-06,1,1,"Mar",5,0,2,1,"Clear-Few clouds",0.18,0.1818,0.51,0.2239,0,25,25,2012-03-06,5
"10205",10205,2012-03-06,1,1,"Mar",6,0,2,1,"Clear-Few clouds",0.18,0.2121,0.51,0.1045,3,99,102,2012-03-06,6
"10206",10206,2012-03-06,1,1,"Mar",7,0,2,1,"Clear-Few clouds",0.16,0.1818,0.55,0.1343,5,270,275,2012-03-06,7
"10207",10207,2012-03-06,1,1,"Mar",8,0,2,1,"Clear-Few clouds",0.16,0.1818,0.59,0.1045,14,487,501,2012-03-06,8
"10208",10208,2012-03-06,1,1,"Mar",9,0,2,1,"Clear-Few clouds",0.22,0.2727,0.47,0,11,222,233,2012-03-06,9
"10209",10209,2012-03-06,1,1,"Mar",10,0,2,1,"Clear-Few clouds",0.24,0.2576,0.44,0,16,113,129,2012-03-06,10
"10210",10210,2012-03-06,1,1,"Mar",11,0,2,1,"Clear-Few clouds",0.26,0.2576,0.41,0.1642,20,110,130,2012-03-06,11
"10211",10211,2012-03-06,1,1,"Mar",12,0,2,1,"Clear-Few clouds",0.26,0.2727,0.41,0.1045,9,129,138,2012-03-06,12
"10212",10212,2012-03-06,1,1,"Mar",13,0,2,1,"Clear-Few clouds",0.3,0.303,0.39,0.1343,16,148,164,2012-03-06,13
"10213",10213,2012-03-06,1,1,"Mar",14,0,2,1,"Clear-Few clouds",0.32,0.303,0.36,0.2239,20,116,136,2012-03-06,14
"10214",10214,2012-03-06,1,1,"Mar",15,0,2,1,"Clear-Few clouds",0.34,0.303,0.36,0.2985,24,142,166,2012-03-06,15
"10215",10215,2012-03-06,1,1,"Mar",16,0,2,1,"Clear-Few clouds",0.36,0.3333,0.32,0.2836,22,228,250,2012-03-06,16
"10216",10216,2012-03-06,1,1,"Mar",17,0,2,1,"Clear-Few clouds",0.36,0.3333,0.34,0.2836,21,425,446,2012-03-06,17
"10217",10217,2012-03-06,1,1,"Mar",18,0,2,1,"Clear-Few clouds",0.34,0.303,0.42,0.3284,15,442,457,2012-03-06,18
"10218",10218,2012-03-06,1,1,"Mar",19,0,2,1,"Clear-Few clouds",0.34,0.303,0.46,0.2985,9,278,287,2012-03-06,19
"10219",10219,2012-03-06,1,1,"Mar",20,0,2,1,"Clear-Few clouds",0.32,0.3182,0.49,0.194,3,184,187,2012-03-06,20
"10220",10220,2012-03-06,1,1,"Mar",21,0,2,1,"Clear-Few clouds",0.32,0.3182,0.49,0.194,5,143,148,2012-03-06,21
"10221",10221,2012-03-06,1,1,"Mar",22,0,2,1,"Clear-Few clouds",0.28,0.2727,0.56,0.1642,5,101,106,2012-03-06,22
"10222",10222,2012-03-06,1,1,"Mar",23,0,2,1,"Clear-Few clouds",0.28,0.2727,0.61,0.2239,3,51,54,2012-03-06,23
"10223",10223,2012-03-07,1,1,"Mar",0,0,3,1,"Clear-Few clouds",0.28,0.2576,0.65,0.2836,3,12,15,2012-03-07,0
"10224",10224,2012-03-07,1,1,"Mar",1,0,3,1,"Clear-Few clouds",0.3,0.2727,0.61,0.2985,1,4,5,2012-03-07,1
"10225",10225,2012-03-07,1,1,"Mar",2,0,3,1,"Clear-Few clouds",0.3,0.2879,0.56,0.2836,0,4,4,2012-03-07,2
"10226",10226,2012-03-07,1,1,"Mar",3,0,3,1,"Clear-Few clouds",0.3,0.2727,0.56,0.3582,1,2,3,2012-03-07,3
"10227",10227,2012-03-07,1,1,"Mar",4,0,3,1,"Clear-Few clouds",0.28,0.2576,0.61,0.3284,0,3,3,2012-03-07,4
"10228",10228,2012-03-07,1,1,"Mar",5,0,3,1,"Clear-Few clouds",0.28,0.2576,0.56,0.2985,0,18,18,2012-03-07,5
"10229",10229,2012-03-07,1,1,"Mar",6,0,3,1,"Clear-Few clouds",0.28,0.2576,0.61,0.3881,4,104,108,2012-03-07,6
"10230",10230,2012-03-07,1,1,"Mar",7,0,3,1,"Clear-Few clouds",0.26,0.2273,0.65,0.3881,12,332,344,2012-03-07,7
"10231",10231,2012-03-07,1,1,"Mar",8,0,3,1,"Clear-Few clouds",0.28,0.2576,0.61,0.2985,12,554,566,2012-03-07,8
"10232",10232,2012-03-07,1,1,"Mar",9,0,3,1,"Clear-Few clouds",0.3,0.2727,0.61,0.3284,12,252,264,2012-03-07,9
"10233",10233,2012-03-07,1,1,"Mar",10,0,3,1,"Clear-Few clouds",0.36,0.3333,0.5,0.2985,20,127,147,2012-03-07,10
"10234",10234,2012-03-07,1,1,"Mar",11,0,3,1,"Clear-Few clouds",0.42,0.4242,0.38,0.2985,33,128,161,2012-03-07,11
"10235",10235,2012-03-07,1,1,"Mar",12,0,3,1,"Clear-Few clouds",0.44,0.4394,0.38,0.3881,40,175,215,2012-03-07,12
"10236",10236,2012-03-07,1,1,"Mar",13,0,3,1,"Clear-Few clouds",0.5,0.4848,0.34,0.4179,26,179,205,2012-03-07,13
"10237",10237,2012-03-07,1,1,"Mar",14,0,3,1,"Clear-Few clouds",0.52,0.5,0.36,0.3284,38,137,175,2012-03-07,14
"10238",10238,2012-03-07,1,1,"Mar",15,0,3,1,"Clear-Few clouds",0.54,0.5152,0.37,0.4478,44,165,209,2012-03-07,15
"10239",10239,2012-03-07,1,1,"Mar",16,0,3,1,"Clear-Few clouds",0.56,0.5303,0.37,0.4179,34,254,288,2012-03-07,16
"10240",10240,2012-03-07,1,1,"Mar",17,0,3,1,"Clear-Few clouds",0.56,0.5303,0.43,0.4925,58,554,612,2012-03-07,17
"10241",10241,2012-03-07,1,1,"Mar",18,0,3,1,"Clear-Few clouds",0.56,0.5303,0.4,0.4627,35,509,544,2012-03-07,18
"10242",10242,2012-03-07,1,1,"Mar",19,0,3,1,"Clear-Few clouds",0.54,0.5152,0.42,0.3582,16,345,361,2012-03-07,19
"10243",10243,2012-03-07,1,1,"Mar",20,0,3,1,"Clear-Few clouds",0.5,0.4848,0.51,0.2537,18,242,260,2012-03-07,20
"10244",10244,2012-03-07,1,1,"Mar",21,0,3,1,"Clear-Few clouds",0.44,0.4394,0.62,0.2537,11,177,188,2012-03-07,21
"10245",10245,2012-03-07,1,1,"Mar",22,0,3,1,"Clear-Few clouds",0.46,0.4545,0.59,0.2985,10,149,159,2012-03-07,22
"10246",10246,2012-03-07,1,1,"Mar",23,0,3,1,"Clear-Few clouds",0.44,0.4394,0.62,0.3284,4,58,62,2012-03-07,23
"10247",10247,2012-03-08,1,1,"Mar",0,0,4,1,"Clear-Few clouds",0.44,0.4394,0.62,0.3284,11,35,46,2012-03-08,0
"10248",10248,2012-03-08,1,1,"Mar",1,0,4,1,"Clear-Few clouds",0.46,0.4545,0.63,0.3284,4,17,21,2012-03-08,1
"10249",10249,2012-03-08,1,1,"Mar",2,0,4,1,"Clear-Few clouds",0.46,0.4545,0.63,0.3881,6,5,11,2012-03-08,2
"10250",10250,2012-03-08,1,1,"Mar",3,0,4,1,"Clear-Few clouds",0.46,0.4545,0.63,0.3881,0,3,3,2012-03-08,3
"10251",10251,2012-03-08,1,1,"Mar",4,0,4,1,"Clear-Few clouds",0.44,0.4394,0.72,0.2836,0,2,2,2012-03-08,4
"10252",10252,2012-03-08,1,1,"Mar",5,0,4,1,"Clear-Few clouds",0.42,0.4242,0.77,0.2239,1,28,29,2012-03-08,5
"10253",10253,2012-03-08,1,1,"Mar",6,0,4,1,"Clear-Few clouds",0.42,0.4242,0.77,0.2537,4,105,109,2012-03-08,6
"10254",10254,2012-03-08,1,1,"Mar",7,0,4,1,"Clear-Few clouds",0.42,0.4242,0.77,0.3582,8,326,334,2012-03-08,7
"10255",10255,2012-03-08,1,1,"Mar",8,0,4,1,"Clear-Few clouds",0.44,0.4394,0.77,0.3881,12,573,585,2012-03-08,8
"10256",10256,2012-03-08,1,1,"Mar",9,0,4,1,"Clear-Few clouds",0.46,0.4545,0.72,0.4627,19,282,301,2012-03-08,9
"10257",10257,2012-03-08,1,1,"Mar",10,0,4,1,"Clear-Few clouds",0.5,0.4848,0.68,0.4627,19,119,138,2012-03-08,10
"10258",10258,2012-03-08,1,1,"Mar",11,0,4,1,"Mist-Cloudy",0.54,0.5152,0.6,0.4627,48,156,204,2012-03-08,11
"10259",10259,2012-03-08,1,1,"Mar",12,0,4,1,"Mist-Cloudy",0.56,0.5303,0.6,0.4478,27,224,251,2012-03-08,12
"10260",10260,2012-03-08,1,1,"Mar",13,0,4,1,"Mist-Cloudy",0.6,0.6212,0.49,0.6418,35,198,233,2012-03-08,13
"10261",10261,2012-03-08,1,1,"Mar",14,0,4,1,"Mist-Cloudy",0.62,0.6212,0.43,0.6418,48,155,203,2012-03-08,14
"10262",10262,2012-03-08,1,1,"Mar",15,0,4,1,"Clear-Few clouds",0.64,0.6212,0.38,0.6866,24,161,185,2012-03-08,15
"10263",10263,2012-03-08,1,1,"Mar",16,0,4,1,"Mist-Cloudy",0.62,0.6212,0.41,0.6418,37,305,342,2012-03-08,16
"10264",10264,2012-03-08,1,1,"Mar",17,0,4,1,"Clear-Few clouds",0.62,0.6212,0.38,0.6567,52,545,597,2012-03-08,17
"10265",10265,2012-03-08,1,1,"Mar",18,0,4,1,"Mist-Cloudy",0.62,0.6212,0.38,0.5522,45,545,590,2012-03-08,18
"10266",10266,2012-03-08,1,1,"Mar",19,0,4,1,"Mist-Cloudy",0.6,0.6212,0.4,0.4478,21,395,416,2012-03-08,19
"10267",10267,2012-03-08,1,1,"Mar",20,0,4,1,"Mist-Cloudy",0.6,0.6212,0.43,0.3881,20,282,302,2012-03-08,20
"10268",10268,2012-03-08,1,1,"Mar",21,0,4,1,"Clear-Few clouds",0.6,0.6212,0.43,0.3881,27,206,233,2012-03-08,21
"10269",10269,2012-03-08,1,1,"Mar",22,0,4,1,"Clear-Few clouds",0.56,0.5303,0.49,0.3284,12,141,153,2012-03-08,22
"10270",10270,2012-03-08,1,1,"Mar",23,0,4,1,"Mist-Cloudy",0.56,0.5303,0.49,0.4478,6,88,94,2012-03-08,23
"10271",10271,2012-03-09,1,1,"Mar",0,0,5,1,"Mist-Cloudy",0.58,0.5455,0.49,0.4627,3,51,54,2012-03-09,0
"10272",10272,2012-03-09,1,1,"Mar",1,0,5,1,"Light Snow-Rain",0.56,0.5303,0.52,0.4925,4,22,26,2012-03-09,1
"10273",10273,2012-03-09,1,1,"Mar",2,0,5,1,"Light Snow-Rain",0.48,0.4697,0.77,0.4179,2,9,11,2012-03-09,2
"10274",10274,2012-03-09,1,1,"Mar",3,0,5,1,"Clear-Few clouds",0.46,0.4545,0.77,0.5224,0,7,7,2012-03-09,3
"10275",10275,2012-03-09,1,1,"Mar",4,0,5,1,"Light Snow-Rain",0.4,0.4091,0.66,0.2836,0,1,1,2012-03-09,4
"10276",10276,2012-03-09,1,1,"Mar",5,0,5,1,"Light Snow-Rain",0.4,0.4091,0.66,0.2836,2,27,29,2012-03-09,5
"10277",10277,2012-03-09,1,1,"Mar",6,0,5,1,"Mist-Cloudy",0.4,0.4091,0.5,0.3582,2,83,85,2012-03-09,6
"10278",10278,2012-03-09,1,1,"Mar",7,0,5,1,"Mist-Cloudy",0.38,0.3939,0.4,0.2985,6,262,268,2012-03-09,7
"10279",10279,2012-03-09,1,1,"Mar",8,0,5,1,"Mist-Cloudy",0.34,0.2879,0.42,0.5224,17,484,501,2012-03-09,8
"10280",10280,2012-03-09,1,1,"Mar",9,0,5,1,"Mist-Cloudy",0.34,0.2879,0.42,0.5224,17,267,284,2012-03-09,9
"10281",10281,2012-03-09,1,1,"Mar",10,0,5,1,"Mist-Cloudy",0.34,0.2879,0.36,0.4925,14,145,159,2012-03-09,10
"10282",10282,2012-03-09,1,1,"Mar",11,0,5,1,"Mist-Cloudy",0.36,0.3333,0.34,0.3582,17,170,187,2012-03-09,11
"10283",10283,2012-03-09,1,1,"Mar",12,0,5,1,"Clear-Few clouds",0.36,0.3333,0.34,0.4179,27,174,201,2012-03-09,12
"10284",10284,2012-03-09,1,1,"Mar",13,0,5,1,"Mist-Cloudy",0.38,0.3939,0.29,0.3881,49,175,224,2012-03-09,13
"10285",10285,2012-03-09,1,1,"Mar",14,0,5,1,"Clear-Few clouds",0.42,0.4242,0.28,0.4627,49,129,178,2012-03-09,14
"10286",10286,2012-03-09,1,1,"Mar",15,0,5,1,"Clear-Few clouds",0.46,0.4545,0.24,0.2537,50,188,238,2012-03-09,15
"10287",10287,2012-03-09,1,1,"Mar",16,0,5,1,"Clear-Few clouds",0.48,0.4697,0.23,0.4179,51,292,343,2012-03-09,16
"10288",10288,2012-03-09,1,1,"Mar",17,0,5,1,"Clear-Few clouds",0.46,0.4545,0.24,0.3881,68,498,566,2012-03-09,17
"10289",10289,2012-03-09,1,1,"Mar",18,0,5,1,"Clear-Few clouds",0.44,0.4394,0.26,0.5224,30,440,470,2012-03-09,18
"10290",10290,2012-03-09,1,1,"Mar",19,0,5,1,"Clear-Few clouds",0.42,0.4242,0.28,0.6119,12,232,244,2012-03-09,19
"10291",10291,2012-03-09,1,1,"Mar",20,0,5,1,"Clear-Few clouds",0.38,0.3939,0.32,0.3582,3,156,159,2012-03-09,20
"10292",10292,2012-03-09,1,1,"Mar",21,0,5,1,"Clear-Few clouds",0.36,0.3333,0.34,0.3284,8,133,141,2012-03-09,21
"10293",10293,2012-03-09,1,1,"Mar",22,0,5,1,"Clear-Few clouds",0.34,0.2879,0.31,0.4925,7,100,107,2012-03-09,22
"10294",10294,2012-03-09,1,1,"Mar",23,0,5,1,"Clear-Few clouds",0.32,0.303,0.33,0.2985,9,77,86,2012-03-09,23
"10295",10295,2012-03-10,1,1,"Mar",0,0,6,0,"Clear-Few clouds",0.3,0.2727,0.36,0.3582,9,68,77,2012-03-10,0
"10296",10296,2012-03-10,1,1,"Mar",1,0,6,0,"Clear-Few clouds",0.3,0.2879,0.36,0.2537,1,50,51,2012-03-10,1
"10297",10297,2012-03-10,1,1,"Mar",2,0,6,0,"Clear-Few clouds",0.26,0.2424,0.41,0.2537,12,30,42,2012-03-10,2
"10298",10298,2012-03-10,1,1,"Mar",3,0,6,0,"Clear-Few clouds",0.26,0.2273,0.41,0.2985,0,16,16,2012-03-10,3
"10299",10299,2012-03-10,1,1,"Mar",4,0,6,0,"Clear-Few clouds",0.24,0.2121,0.41,0.3582,1,3,4,2012-03-10,4
"10300",10300,2012-03-10,1,1,"Mar",5,0,6,0,"Clear-Few clouds",0.22,0.2121,0.42,0.2836,3,7,10,2012-03-10,5
"10301",10301,2012-03-10,1,1,"Mar",6,0,6,0,"Clear-Few clouds",0.22,0.2121,0.44,0.2836,1,11,12,2012-03-10,6
"10302",10302,2012-03-10,1,1,"Mar",7,0,6,0,"Clear-Few clouds",0.22,0.2121,0.44,0.2537,4,36,40,2012-03-10,7
"10303",10303,2012-03-10,1,1,"Mar",8,0,6,0,"Clear-Few clouds",0.22,0.2121,0.44,0.2985,15,96,111,2012-03-10,8
"10304",10304,2012-03-10,1,1,"Mar",9,0,6,0,"Clear-Few clouds",0.24,0.2121,0.41,0.3284,21,127,148,2012-03-10,9
"10305",10305,2012-03-10,1,1,"Mar",10,0,6,0,"Clear-Few clouds",0.26,0.2273,0.35,0.4179,47,176,223,2012-03-10,10
"10306",10306,2012-03-10,1,1,"Mar",11,0,6,0,"Clear-Few clouds",0.3,0.2727,0.33,0.3284,56,218,274,2012-03-10,11
"10307",10307,2012-03-10,1,1,"Mar",12,0,6,0,"Clear-Few clouds",0.3,0.2727,0.33,0.3284,88,241,329,2012-03-10,12
"10308",10308,2012-03-10,1,1,"Mar",13,0,6,0,"Clear-Few clouds",0.32,0.303,0.29,0.2836,89,268,357,2012-03-10,13
"10309",10309,2012-03-10,1,1,"Mar",14,0,6,0,"Clear-Few clouds",0.34,0.3182,0.27,0.2836,117,262,379,2012-03-10,14
"10310",10310,2012-03-10,1,1,"Mar",15,0,6,0,"Clear-Few clouds",0.34,0.3636,0.25,0,132,274,406,2012-03-10,15
"10311",10311,2012-03-10,1,1,"Mar",16,0,6,0,"Clear-Few clouds",0.36,0.3636,0.23,0,115,275,390,2012-03-10,16
"10312",10312,2012-03-10,1,1,"Mar",17,0,6,0,"Clear-Few clouds",0.36,0.3788,0.23,0,104,250,354,2012-03-10,17
"10313",10313,2012-03-10,1,1,"Mar",18,0,6,0,"Clear-Few clouds",0.36,0.3636,0.21,0.0896,67,230,297,2012-03-10,18
"10314",10314,2012-03-10,1,1,"Mar",19,0,6,0,"Clear-Few clouds",0.34,0.3636,0.25,0,25,159,184,2012-03-10,19
"10315",10315,2012-03-10,1,1,"Mar",20,0,6,0,"Clear-Few clouds",0.32,0.3333,0.33,0.1343,20,101,121,2012-03-10,20
"10316",10316,2012-03-10,1,1,"Mar",21,0,6,0,"Clear-Few clouds",0.3,0.2879,0.39,0.2239,16,94,110,2012-03-10,21
"10317",10317,2012-03-10,1,1,"Mar",22,0,6,0,"Clear-Few clouds",0.26,0.2576,0.44,0.1642,19,81,100,2012-03-10,22
"10318",10318,2012-03-10,1,1,"Mar",23,0,6,0,"Clear-Few clouds",0.26,0.2576,0.41,0.194,6,77,83,2012-03-10,23
"10319",10319,2012-03-11,1,1,"Mar",0,0,0,0,"Clear-Few clouds",0.26,0.2879,0.44,0.0896,7,62,69,2012-03-11,0
"10320",10320,2012-03-11,1,1,"Mar",1,0,0,0,"Clear-Few clouds",0.24,0.2424,0.52,0.1642,4,57,61,2012-03-11,1
"10321",10321,2012-03-11,1,1,"Mar",3,0,0,0,"Clear-Few clouds",0.24,0.2424,0.6,0.1343,15,51,66,2012-03-11,3
"10322",10322,2012-03-11,1,1,"Mar",4,0,0,0,"Clear-Few clouds",0.24,0.2424,0.6,0.1343,7,15,22,2012-03-11,4
"10323",10323,2012-03-11,1,1,"Mar",5,0,0,0,"Clear-Few clouds",0.24,0.2424,0.6,0.1642,2,5,7,2012-03-11,5
"10324",10324,2012-03-11,1,1,"Mar",6,0,0,0,"Clear-Few clouds",0.24,0.2424,0.7,0.1642,2,8,10,2012-03-11,6
"10325",10325,2012-03-11,1,1,"Mar",7,0,0,0,"Clear-Few clouds",0.22,0.2273,0.69,0.1343,2,15,17,2012-03-11,7
"10326",10326,2012-03-11,1,1,"Mar",8,0,0,0,"Clear-Few clouds",0.22,0.2273,0.69,0.1343,4,68,72,2012-03-11,8
"10327",10327,2012-03-11,1,1,"Mar",9,0,0,0,"Clear-Few clouds",0.26,0.2576,0.6,0.2239,20,70,90,2012-03-11,9
"10328",10328,2012-03-11,1,1,"Mar",10,0,0,0,"Clear-Few clouds",0.32,0.303,0.49,0.2836,71,147,218,2012-03-11,10
"10329",10329,2012-03-11,1,1,"Mar",11,0,0,0,"Clear-Few clouds",0.36,0.3333,0.43,0.2836,90,209,299,2012-03-11,11
"10330",10330,2012-03-11,1,1,"Mar",12,0,0,0,"Clear-Few clouds",0.4,0.4091,0.37,0.2985,146,264,410,2012-03-11,12
"10331",10331,2012-03-11,1,1,"Mar",13,0,0,0,"Clear-Few clouds",0.42,0.4242,0.41,0.2985,176,288,464,2012-03-11,13
"10332",10332,2012-03-11,1,1,"Mar",14,0,0,0,"Clear-Few clouds",0.46,0.4545,0.31,0.2836,212,289,501,2012-03-11,14
"10333",10333,2012-03-11,1,1,"Mar",15,0,0,0,"Clear-Few clouds",0.5,0.4848,0.29,0.2985,201,286,487,2012-03-11,15
"10334",10334,2012-03-11,1,1,"Mar",16,0,0,0,"Clear-Few clouds",0.5,0.4848,0.31,0.3582,208,301,509,2012-03-11,16
"10335",10335,2012-03-11,1,1,"Mar",17,0,0,0,"Clear-Few clouds",0.52,0.5,0.27,0.2985,199,299,498,2012-03-11,17
"10336",10336,2012-03-11,1,1,"Mar",18,0,0,0,"Clear-Few clouds",0.52,0.5,0.29,0.2836,133,256,389,2012-03-11,18
"10337",10337,2012-03-11,1,1,"Mar",19,0,0,0,"Clear-Few clouds",0.5,0.4848,0.31,0.2836,55,203,258,2012-03-11,19
"10338",10338,2012-03-11,1,1,"Mar",20,0,0,0,"Clear-Few clouds",0.44,0.4394,0.47,0.2239,42,129,171,2012-03-11,20
"10339",10339,2012-03-11,1,1,"Mar",21,0,0,0,"Clear-Few clouds",0.42,0.4242,0.54,0.2239,37,110,147,2012-03-11,21
"10340",10340,2012-03-11,1,1,"Mar",22,0,0,0,"Clear-Few clouds",0.4,0.4091,0.54,0.194,13,81,94,2012-03-11,22
"10341",10341,2012-03-11,1,1,"Mar",23,0,0,0,"Clear-Few clouds",0.4,0.4091,0.5,0.1642,12,40,52,2012-03-11,23
"10342",10342,2012-03-12,1,1,"Mar",0,0,1,1,"Clear-Few clouds",0.38,0.3939,0.54,0.194,4,20,24,2012-03-12,0
"10343",10343,2012-03-12,1,1,"Mar",1,0,1,1,"Clear-Few clouds",0.38,0.3939,0.5,0.1343,1,9,10,2012-03-12,1
"10344",10344,2012-03-12,1,1,"Mar",2,0,1,1,"Clear-Few clouds",0.38,0.3939,0.54,0.1045,4,5,9,2012-03-12,2
"10345",10345,2012-03-12,1,1,"Mar",3,0,1,1,"Clear-Few clouds",0.36,0.3485,0.5,0.1343,0,2,2,2012-03-12,3
"10346",10346,2012-03-12,1,1,"Mar",4,0,1,1,"Clear-Few clouds",0.34,0.3333,0.61,0.194,0,3,3,2012-03-12,4
"10347",10347,2012-03-12,1,1,"Mar",5,0,1,1,"Clear-Few clouds",0.34,0.3333,0.61,0.194,1,15,16,2012-03-12,5
"10348",10348,2012-03-12,1,1,"Mar",6,0,1,1,"Clear-Few clouds",0.34,0.3485,0.57,0.1045,2,86,88,2012-03-12,6
"10349",10349,2012-03-12,1,1,"Mar",7,0,1,1,"Clear-Few clouds",0.34,0.3485,0.53,0.1045,9,259,268,2012-03-12,7
"10350",10350,2012-03-12,1,1,"Mar",8,0,1,1,"Clear-Few clouds",0.34,0.3333,0.61,0.1343,17,547,564,2012-03-12,8
"10351",10351,2012-03-12,1,1,"Mar",9,0,1,1,"Clear-Few clouds",0.38,0.3939,0.54,0.1642,21,260,281,2012-03-12,9
"10352",10352,2012-03-12,1,1,"Mar",10,0,1,1,"Clear-Few clouds",0.4,0.4091,0.5,0.2239,39,98,137,2012-03-12,10
"10353",10353,2012-03-12,1,1,"Mar",11,0,1,1,"Clear-Few clouds",0.44,0.4394,0.44,0.2239,39,111,150,2012-03-12,11
"10354",10354,2012-03-12,1,1,"Mar",12,0,1,1,"Clear-Few clouds",0.48,0.4697,0.39,0.2239,59,162,221,2012-03-12,12
"10355",10355,2012-03-12,1,1,"Mar",13,0,1,1,"Mist-Cloudy",0.54,0.5152,0.32,0.2537,74,176,250,2012-03-12,13
"10356",10356,2012-03-12,1,1,"Mar",14,0,1,1,"Mist-Cloudy",0.58,0.5455,0.32,0.2836,76,145,221,2012-03-12,14
"10357",10357,2012-03-12,1,1,"Mar",15,0,1,1,"Clear-Few clouds",0.56,0.5303,0.4,0.1343,74,159,233,2012-03-12,15
"10358",10358,2012-03-12,1,1,"Mar",16,0,1,1,"Clear-Few clouds",0.62,0.6212,0.35,0.4478,77,255,332,2012-03-12,16
"10359",10359,2012-03-12,1,1,"Mar",17,0,1,1,"Mist-Cloudy",0.62,0.6212,0.38,0.4179,87,557,644,2012-03-12,17
"10360",10360,2012-03-12,1,1,"Mar",18,0,1,1,"Mist-Cloudy",0.6,0.6212,0.43,0.194,89,623,712,2012-03-12,18
"10361",10361,2012-03-12,1,1,"Mar",19,0,1,1,"Mist-Cloudy",0.56,0.5303,0.49,0.2239,67,379,446,2012-03-12,19
